id,species,year,x,y,accuracy,coordinates_obscured,source
215300698,Pseudacris crucifer,2024,-79.71394475,43.18987941,4,FALSE,INaturalist
215222746,Pseudacris crucifer,2024,-83.9139462775,46.0778410057,122,FALSE,INaturalist
215183245,Pseudacris crucifer,2024,-93.0256272522,52.509391802,8,FALSE,INaturalist
215158912,Pseudacris crucifer,2024,-81.9936217813,45.9724623434,19,FALSE,INaturalist
215153392,Pseudacris crucifer,2024,-71.9127015397,43.4141594803,62,FALSE,INaturalist
215150690,Pseudacris crucifer,2024,-64.4879967475,45.0736591841,4,FALSE,INaturalist
215146866,Pseudacris crucifer,2024,-59.9949848839,45.9874689114,4,FALSE,INaturalist
215146749,Pseudacris crucifer,2024,-73.057375793,43.6215703897,31,FALSE,INaturalist
215144516,Pseudacris crucifer,2024,-73.9771134668,44.7678730667,17,FALSE,INaturalist
215140029,Pseudacris crucifer,2024,-82.8594984652,35.8397819978,118,FALSE,INaturalist
215127591,Pseudacris crucifer,2024,-73.1509028333,44.3728966667,4,FALSE,INaturalist
215116944,Pseudacris crucifer,2024,-78.7591731548,44.4004170623,182,FALSE,INaturalist
215100939,Pseudacris crucifer,2024,-75.6597883333,39.798125,15,FALSE,INaturalist
215085741,Pseudacris crucifer,2024,-73.26027,41.37507,16,FALSE,INaturalist
215025687,Pseudacris crucifer,2024,-83.35653,45.8638633333,12,FALSE,INaturalist
214991799,Pseudacris crucifer,2024,-76.2507166667,44.7722533333,135,FALSE,INaturalist
214988014,Pseudacris crucifer,2024,-85.3941283333,42.40957,12,FALSE,INaturalist
214977672,Pseudacris crucifer,2024,-84.694949314,34.6045350749,17,FALSE,INaturalist
214972060,Pseudacris crucifer,2024,-70.5481716667,41.678905,4,FALSE,INaturalist
214971972,Pseudacris crucifer,2024,-70.5481866667,41.6788366667,6,FALSE,INaturalist
214925525,Pseudacris crucifer,2024,-93.0226934888,45.5745859584,6,FALSE,INaturalist
214920772,Pseudacris crucifer,2024,-87.9528416667,43.3617783333,24,FALSE,INaturalist
214911147,Pseudacris crucifer,2024,-70.351487154,43.5918193327,4,FALSE,INaturalist
214910817,Pseudacris crucifer,2024,-79.5844416667,45.2933111111,4,FALSE,INaturalist
214903905,Pseudacris crucifer,2024,-76.0139815137,45.1688433811,6,FALSE,INaturalist
214901911,Pseudacris crucifer,2024,-64.30892,45.90831842,7,FALSE,INaturalist
214897332,Pseudacris crucifer,2024,-60.2702735737,46.0740849363,8,FALSE,INaturalist
214894657,Pseudacris crucifer,2024,-78.2084635095,44.4837869351,102,FALSE,INaturalist
214894225,Pseudacris crucifer,2024,-85.1813916667,33.790355,1,FALSE,INaturalist
214890162,Pseudacris crucifer,2024,-88.5190583333,47.170455,15,FALSE,INaturalist
214875340,Pseudacris crucifer,2024,-91.9515424666,46.8810289392,46,FALSE,INaturalist
214871739,Pseudacris crucifer,2024,-70.5712583333,41.7334133333,20,FALSE,INaturalist
214855444,Pseudacris crucifer,2024,-63.5699156314,44.6266683264,39,FALSE,INaturalist
214852492,Pseudacris crucifer,2024,-84.3297363818,30.4699467195,6,FALSE,INaturalist
214840110,Pseudacris crucifer,2024,-80.2056966667,43.53742,11,FALSE,INaturalist
214839951,Pseudacris crucifer,2024,-80.2045900471,43.5363633163,124,FALSE,INaturalist
214831150,Pseudacris crucifer,2024,-80.62062,40.6452916667,7,FALSE,INaturalist
214823405,Pseudacris crucifer,2024,-73.3512698684,41.7706414603,8,FALSE,INaturalist
214801108,Pseudacris crucifer,2024,-73.6206283333,41.1769416667,4,FALSE,INaturalist
214789668,Pseudacris crucifer,2024,-71.2608213147,41.9163765018,13,FALSE,INaturalist
214786153,Pseudacris crucifer,2024,-77.5103560835,48.1036296344,180,FALSE,INaturalist
214760474,Pseudacris crucifer,2024,-67.2716,45.1146055,16,FALSE,INaturalist
214760200,Pseudacris crucifer,2024,-67.2725366667,45.1121861667,28,FALSE,INaturalist
214760176,Pseudacris crucifer,2024,-67.2722466667,45.1126888333,40,FALSE,INaturalist
214760135,Pseudacris crucifer,2024,-67.2721466667,45.1128888333,4,FALSE,INaturalist
214759997,Pseudacris crucifer,2024,-67.27157,45.114625,5,FALSE,INaturalist
214759929,Pseudacris crucifer,2024,-67.3424616667,45.1218083333,16,FALSE,INaturalist
214759888,Pseudacris crucifer,2024,-67.3421633333,45.1216611667,111,FALSE,INaturalist
214759858,Pseudacris crucifer,2024,-67.3429333333,45.1216888333,33,FALSE,INaturalist
214759827,Pseudacris crucifer,2024,-67.3438416667,45.1217416667,24,FALSE,INaturalist
214759804,Pseudacris crucifer,2024,-67.3463533333,45.1221583333,125,FALSE,INaturalist
214759767,Pseudacris crucifer,2024,-67.34648,45.1221305,7,FALSE,INaturalist
214759730,Pseudacris crucifer,2024,-67.3465366667,45.1221361667,39,FALSE,INaturalist
214759667,Pseudacris crucifer,2024,-67.3458633333,45.1218305,34,FALSE,INaturalist
214758968,Pseudacris crucifer,2024,-79.6347816,41.9195227,23,FALSE,INaturalist
214727662,Pseudacris crucifer,2024,-76.0390298131,45.3981672273,50,FALSE,INaturalist
214706754,Pseudacris crucifer,2024,-66.6742071882,45.9400904105,276,FALSE,INaturalist
214699720,Pseudacris crucifer,2024,-70.7089689589,43.278281907,15,FALSE,INaturalist
214697404,Pseudacris crucifer,2024,-71.0710139497,42.5707053709,17,FALSE,INaturalist
214689238,Pseudacris crucifer,2024,-82.3855077841,35.9140968036,4,FALSE,INaturalist
214687837,Pseudacris crucifer,2024,-85.2802416667,35.23682,5,FALSE,INaturalist
214662866,Pseudacris crucifer,2024,-82.64345762,46.38605011,3,FALSE,INaturalist
214613655,Pseudacris crucifer,2024,-84.0287625208,46.4917155021,15,FALSE,INaturalist
214610145,Pseudacris crucifer,2024,-89.1213728675,43.8439145638,9,FALSE,INaturalist
214571391,Pseudacris crucifer,2024,-81.0403221667,41.3289033333,11,FALSE,INaturalist
214522786,Pseudacris crucifer,2024,-85.3941069591,42.4096130319,48,FALSE,INaturalist
214515775,Pseudacris crucifer,2024,-80.3294161966,40.9946282723,7,FALSE,INaturalist
214515393,Pseudacris crucifer,2024,-72.1250937078,42.962959201,54,FALSE,INaturalist
214503959,Pseudacris crucifer,2024,-80.4902375718,43.5423266194,15,FALSE,INaturalist
214498813,Pseudacris crucifer,2024,-73.4583222793,41.7816879615,8,FALSE,INaturalist
214482351,Pseudacris crucifer,2024,-74.1411528333,42.6992916667,13,FALSE,INaturalist
214473723,Pseudacris crucifer,2024,-83.1881463234,35.0541125774,10,FALSE,INaturalist
214472817,Pseudacris crucifer,2024,-77.22014225,44.89990912,18,FALSE,INaturalist
214444823,Pseudacris crucifer,2024,-80.5223916667,37.3741416667,12,FALSE,INaturalist
214444725,Pseudacris crucifer,2024,-80.5225366667,37.374645,4,FALSE,INaturalist
214429933,Pseudacris crucifer,2023,-91.1063778333,48.6653533333,39,FALSE,INaturalist
214345570,Pseudacris crucifer,2024,-84.9571305513,46.7704975224,8,FALSE,INaturalist
214342317,Pseudacris crucifer,2024,-89.8532776194,48.1060447522,4,FALSE,INaturalist
214322812,Pseudacris crucifer,2024,-82.5150533333,39.1406388333,30,FALSE,INaturalist
214319760,Pseudacris crucifer,2024,-70.9571971,41.9851996657,22,FALSE,INaturalist
214317272,Pseudacris crucifer,2024,-79.9856889161,40.5883605391,116,FALSE,INaturalist
214311153,Pseudacris crucifer,2024,-88.2661348776,48.9840433758,19,FALSE,INaturalist
214308371,Pseudacris crucifer,2024,-95.0646313424,46.7561469675,4,FALSE,INaturalist
214307932,Pseudacris crucifer,2024,-72.53947917,43.63414361,11,FALSE,INaturalist
214307350,Pseudacris crucifer,2024,-63.570105,44.6265966667,7,FALSE,INaturalist
214306257,Pseudacris crucifer,2024,-73.5883780941,43.3336727419,10,FALSE,INaturalist
214304322,Pseudacris crucifer,2024,-80.17804824,45.34643428,16,FALSE,INaturalist
214303992,Pseudacris crucifer,2024,-82.93707571,35.4902132694,6,FALSE,INaturalist
214300838,Pseudacris crucifer,2024,-82.0429954291,45.7427681273,8,FALSE,INaturalist
214299052,Pseudacris crucifer,2024,-74.2742846534,41.7482557521,8,FALSE,INaturalist
214298580,Pseudacris crucifer,2024,-76.4172403153,42.4850157883,4,FALSE,INaturalist
214284705,Pseudacris crucifer,2024,-63.5708335663,44.6272192578,51,FALSE,INaturalist
214284471,Pseudacris crucifer,2024,-63.5703372304,44.6267390158,4,FALSE,INaturalist
214284378,Pseudacris crucifer,2024,-70.62885277,42.65032887,5,FALSE,INaturalist
214279725,Pseudacris crucifer,2024,-77.7276750281,44.9305877298,15,FALSE,INaturalist
214265038,Pseudacris crucifer,2024,-64.02597193,45.14144736,3,FALSE,INaturalist
214257584,Pseudacris crucifer,2024,-73.163475,44.0241611667,4,FALSE,INaturalist
214229344,Pseudacris crucifer,2024,-71.6624216667,42.6543283333,3,FALSE,INaturalist
214210265,Pseudacris crucifer,2024,-77.2385629662,39.7956688584,31,FALSE,INaturalist
214187654,Pseudacris crucifer,2024,-77.0317669307,41.4168010187,9,FALSE,INaturalist
214165871,Pseudacris crucifer,2024,-81.82497987,36.77243591,12,FALSE,INaturalist
214158403,Pseudacris crucifer,2024,-72.72205352,45.02213668,165,FALSE,INaturalist
214145757,Pseudacris crucifer,2024,-76.56018,36.6909883333,4,FALSE,INaturalist
214134643,Pseudacris crucifer,2024,-94.1766980287,30.8651634874,8,FALSE,INaturalist
214132968,Pseudacris crucifer,2024,-94.1764431628,30.8660124829,2,FALSE,INaturalist
214132676,Pseudacris crucifer,2024,-94.1768640386,30.8646687527,15,FALSE,INaturalist
214131272,Pseudacris crucifer,2024,-73.4542434198,40.7425815985,5,FALSE,INaturalist
214130062,Pseudacris crucifer,2024,-77.7015602716,41.1228737475,63,FALSE,INaturalist
214107115,Pseudacris crucifer,2024,-79.42304273,44.54161964,6,FALSE,INaturalist
214106870,Pseudacris crucifer,2024,-71.26013,42.36362,17,FALSE,INaturalist
214101594,Pseudacris crucifer,2024,-78.2778414859,44.2805587914,5,FALSE,INaturalist
214100389,Pseudacris crucifer,2024,-84.54689172,46.54891084,8,FALSE,INaturalist
214100355,Pseudacris crucifer,2024,-84.54638293,46.54904258,8,FALSE,INaturalist
214098477,Pseudacris crucifer,2024,-72.3025588989,42.5835533142,17,FALSE,INaturalist
214097330,Pseudacris crucifer,2024,-72.0447233333,41.45923,9,FALSE,INaturalist
214092159,Pseudacris crucifer,2024,-73.9455248,42.9077046,13,FALSE,INaturalist
214090643,Pseudacris crucifer,2024,-72.7893639029,40.9001311999,4,FALSE,INaturalist
214088299,Pseudacris crucifer,2024,-72.4270069834,44.5661619717,47,FALSE,INaturalist
214088262,Pseudacris crucifer,2024,-72.4270365945,44.5664280223,30,FALSE,INaturalist
214084853,Pseudacris crucifer,2024,-77.0613184028,43.0225224427,4,FALSE,INaturalist
214078247,Pseudacris crucifer,2024,-76.2530216667,43.0801111667,18,FALSE,INaturalist
214072574,Pseudacris crucifer,2024,-80.954985235,43.2841082353,35,FALSE,INaturalist
214067057,Pseudacris crucifer,2024,-73.4028788656,41.4661218866,7,FALSE,INaturalist
214054693,Pseudacris crucifer,2024,-83.453928586200007,43.2810181752,4,FALSE,INaturalist
214044432,Pseudacris crucifer,2024,-71.1798807677,41.9616791644,163,FALSE,INaturalist
214037228,Pseudacris crucifer,2024,-76.4542083333,42.4797366667,4,FALSE,INaturalist
214025876,Pseudacris crucifer,2024,-93.4535751119,47.5057194114,175,FALSE,INaturalist
214013665,Pseudacris crucifer,2024,-73.5935184723,41.2476504768,9,FALSE,INaturalist
213988246,Pseudacris crucifer,2024,-68.3461383333,44.2852283333,4,FALSE,INaturalist
213988146,Pseudacris crucifer,2024,-68.3463366667,44.2851366667,4,FALSE,INaturalist
213981249,Pseudacris crucifer,2024,-91.1933564489,47.3805259215,6,FALSE,INaturalist
213954300,Pseudacris crucifer,2024,-86.2259807292,45.9529385754,31,FALSE,INaturalist
213919078,Pseudacris crucifer,2022,-73.75087,41.755955,33,FALSE,INaturalist
213907961,Pseudacris crucifer,2024,-93.9715147018,36.2605912894,42,FALSE,INaturalist
213905361,Pseudacris crucifer,2024,-80.0366251543,45.3625784705,40,FALSE,INaturalist
213896975,Pseudacris crucifer,2024,-79.9856404595,40.5881849282,110,FALSE,INaturalist
213895732,Pseudacris crucifer,2024,-67.5150243938,48.5436028182,126,FALSE,INaturalist
213891164,Pseudacris crucifer,2024,-92.6292775125,47.2849243938,27,FALSE,INaturalist
213886367,Pseudacris crucifer,2024,-75.9616916667,42.0799305,16,FALSE,INaturalist
213884553,Pseudacris crucifer,2024,-83.639657043,41.7991791247,23,FALSE,INaturalist
213881752,Pseudacris crucifer,2024,-73.2657801,41.38238,57,FALSE,INaturalist
213877520,Pseudacris crucifer,2024,-71.3602441141,44.8857260647,4,FALSE,INaturalist
213869703,Pseudacris crucifer,2024,-92.3571112878,46.4829393566,152,FALSE,INaturalist
213865904,Pseudacris crucifer,2024,-72.15103188,45.37976182,8,FALSE,INaturalist
213853020,Pseudacris crucifer,2024,-73.6101701829,40.8892802685,4,FALSE,INaturalist
213849136,Pseudacris crucifer,2024,-67.82667858,46.52299044,5,FALSE,INaturalist
213846598,Pseudacris crucifer,2024,-82.4322608063,39.9180538917,9,FALSE,INaturalist
213844884,Pseudacris crucifer,2024,-82.4323580838,39.9182756992,7,FALSE,INaturalist
213839247,Pseudacris crucifer,2024,-91.2626772862,46.3743226411,4,FALSE,INaturalist
213835155,Pseudacris crucifer,2024,-79.9601560459,39.664673453,43,FALSE,INaturalist
213821642,Pseudacris crucifer,2024,-92.7272343613,47.146248066,22,FALSE,INaturalist
213818749,Pseudacris crucifer,2024,-71.2100533333,42.1186,4,FALSE,INaturalist
213799367,Pseudacris crucifer,2024,-83.5081036761,45.2344885742,32,FALSE,INaturalist
213794760,Pseudacris crucifer,2024,-71.2105428055,42.1204265559,166,FALSE,INaturalist
213792664,Pseudacris crucifer,2023,-71.2296824624,42.9157012236,5,FALSE,INaturalist
213738124,Pseudacris crucifer,2024,-82.2451866667,36.0041583333,18,FALSE,INaturalist
213734884,Pseudacris crucifer,2024,-73.4524316713,41.8512879519,496,FALSE,INaturalist
213725578,Pseudacris crucifer,2024,-80.4184883333,40.0726083333,4,FALSE,INaturalist
213722651,Pseudacris crucifer,2024,-80.72464146,40.55232834,8,FALSE,INaturalist
213715562,Pseudacris crucifer,2024,-83.9983505909,46.3211874123,8,FALSE,INaturalist
213710835,Pseudacris crucifer,2024,-84.0504477666,46.4847402319,177,FALSE,INaturalist
213590734,Pseudacris crucifer,2024,-80.567895,44.0884971667,6,FALSE,INaturalist
213585608,Pseudacris crucifer,2024,-79.9766509608,44.1587452172,7,FALSE,INaturalist
213585023,Pseudacris crucifer,2024,-75.55383,45.4372866667,9,FALSE,INaturalist
213584730,Pseudacris crucifer,2024,-79.50808536,39.10147974,17,FALSE,INaturalist
213581802,Pseudacris crucifer,2024,-64.4090716667,45.9340283333,4,FALSE,INaturalist
213579651,Pseudacris crucifer,2024,-91.3993068506,46.7788718222,3,FALSE,INaturalist
213579150,Pseudacris crucifer,2024,-79.97156312,44.70897889,5,FALSE,INaturalist
213579027,Pseudacris crucifer,2024,-79.97155857,44.70897695,5,FALSE,INaturalist
213578739,Pseudacris crucifer,2024,-79.97158979,44.70906129,9,FALSE,INaturalist
213578449,Pseudacris crucifer,2024,-79.97149264,44.708987810000004,4,FALSE,INaturalist
213575830,Pseudacris crucifer,2024,-71.8022783333,43.01144445,4,FALSE,INaturalist
213574141,Pseudacris crucifer,2024,-83.2185344857,46.2831749415,4,FALSE,INaturalist
213574111,Pseudacris crucifer,2024,-73.587788531,45.4892876871,24,FALSE,INaturalist
213572845,Pseudacris crucifer,2024,-64.4092945131,45.9341414151,10,FALSE,INaturalist
213572666,Pseudacris crucifer,2024,-73.5184149,46.31571403,4,FALSE,INaturalist
213572101,Pseudacris crucifer,2024,-64.4093309817,45.9341241634,14,FALSE,INaturalist
213570882,Pseudacris crucifer,2024,-64.4079583333,45.9342033333,40,FALSE,INaturalist
213570824,Pseudacris crucifer,2024,-64.409325,45.9341783333,23,FALSE,INaturalist
213569953,Pseudacris crucifer,2024,-81.831198251,41.3669611328,4,FALSE,INaturalist
213568106,Pseudacris crucifer,2024,-83.3038004461,35.4986149734,38,FALSE,INaturalist
213567887,Pseudacris crucifer,2024,-63.56113608,45.8728858643,3,FALSE,INaturalist
213563654,Pseudacris crucifer,2024,-75.7232128816,44.9474151652,8,FALSE,INaturalist
213563261,Pseudacris crucifer,2024,-79.0969989522,44.5089359155,1,FALSE,INaturalist
213556200,Pseudacris crucifer,2024,-81.9730077029,45.9788819129,4,FALSE,INaturalist
213553051,Pseudacris crucifer,2024,-83.3882833333,42.3516833333,4,FALSE,INaturalist
213519602,Pseudacris crucifer,2024,-81.038674973,41.328585185,187,FALSE,INaturalist
213509021,Pseudacris crucifer,2024,-78.9948530537,37.9762825246,4,FALSE,INaturalist
213491912,Pseudacris crucifer,2024,-79.3411716667,39.71585,34,FALSE,INaturalist
213486129,Pseudacris crucifer,2024,-72.8310089111,42.427154541,35,FALSE,INaturalist
213482600,Pseudacris crucifer,2024,-60.1550651971,46.008247068,61,FALSE,INaturalist
213478631,Pseudacris crucifer,2024,-88.32534616,48.94800304,6,FALSE,INaturalist
213477181,Pseudacris crucifer,2024,-75.8140834274,38.6106886863,61,FALSE,INaturalist
213445264,Pseudacris crucifer,2024,-77.1324181081,38.8294303231,5,FALSE,INaturalist
213434319,Pseudacris crucifer,2024,-76.2348212306,41.3592972064,4,FALSE,INaturalist
213420593,Pseudacris crucifer,2023,-72.2800674438,43.4971923828,317,FALSE,INaturalist
213418980,Pseudacris crucifer,2024,-86.9238723814,46.3688440752,15,FALSE,INaturalist
213391812,Pseudacris crucifer,2024,-73.5877733911,45.4893708137,23,FALSE,INaturalist
213373007,Pseudacris crucifer,2024,-80.3611526489,46.1626319885,100,FALSE,INaturalist
213344435,Pseudacris crucifer,2024,-80.0465,41.7077666667,4,FALSE,INaturalist
213325130,Pseudacris crucifer,2024,-71.0084033199,42.4743296067,8,FALSE,INaturalist
213314861,Pseudacris crucifer,2024,-79.9838102982,44.8465029884,3,FALSE,INaturalist
213303449,Pseudacris crucifer,2024,-79.8991777359,44.785276696,8,FALSE,INaturalist
213302963,Pseudacris crucifer,2024,-77.5126435922,43.1927305253,18,FALSE,INaturalist
213301750,Pseudacris crucifer,2024,-78.9493116667,41.269845,4,FALSE,INaturalist
213294857,Pseudacris crucifer,2024,-83.3036678006,35.4985385947,7,FALSE,INaturalist
213290892,Pseudacris crucifer,2024,-73.5659796715,40.8723317822,4,FALSE,INaturalist
213290346,Pseudacris crucifer,2024,-78.0896162522,44.2606712133,3,FALSE,INaturalist
213289324,Pseudacris crucifer,2024,-81.4733812743,43.2311776309,15,FALSE,INaturalist
213275378,Pseudacris crucifer,2024,-64.18079543,45.01248541,4,FALSE,INaturalist
213275207,Pseudacris crucifer,2024,-64.18095585,45.01214762,7,FALSE,INaturalist
213273917,Pseudacris crucifer,2024,-93.761231862,36.4329787502,48,FALSE,INaturalist
213273547,Pseudacris crucifer,2024,-93.7628147006,36.4309111111,267,FALSE,INaturalist
213267875,Pseudacris crucifer,2024,-93.2812448451,46.7202588373,7,FALSE,INaturalist
213267682,Pseudacris crucifer,2024,-93.2799466547,46.7209105684,11,FALSE,INaturalist
213267243,Pseudacris crucifer,2024,-76.3738548454,42.366992451,48,FALSE,INaturalist
213251549,Pseudacris crucifer,2024,-72.0099075552,45.0516054013,28,FALSE,INaturalist
213237763,Pseudacris crucifer,2024,-75.131221121,41.0777630457,23,FALSE,INaturalist
213215572,Pseudacris crucifer,2024,-78.216575,38.0805861667,18,FALSE,INaturalist
213197955,Pseudacris crucifer,2024,-84.57681966,42.47710517,8,FALSE,INaturalist
213182107,Pseudacris crucifer,2024,-71.2523410097,44.2578346515,3,FALSE,INaturalist
213177321,Pseudacris crucifer,2024,-64.0104746,45.01735369,3,FALSE,INaturalist
213154121,Pseudacris crucifer,2024,-83.8374783333,35.59557,4,FALSE,INaturalist
213140882,Pseudacris crucifer,2024,-79.1058039871,44.1087596785,7,FALSE,INaturalist
213072776,Pseudacris crucifer,2024,-93.9388051629,36.2852723175,201,FALSE,INaturalist
213057514,Pseudacris crucifer,2024,-83.8772425453,35.3312996266,5,FALSE,INaturalist
213052273,Pseudacris crucifer,2024,-68.4387020767,45.9275485486,388,FALSE,INaturalist
213049129,Pseudacris crucifer,2024,-72.8018407524,43.6225775445,5,FALSE,INaturalist
213044346,Pseudacris crucifer,2024,-79.7220020369,44.3619782446,132,FALSE,INaturalist
213036590,Pseudacris crucifer,2024,-79.23809506,44.91413293,3,FALSE,INaturalist
213036454,Pseudacris crucifer,2024,-74.002410248,41.8522716081,6,FALSE,INaturalist
213035659,Pseudacris crucifer,2024,-68.4038809687,46.1282295668,250,FALSE,INaturalist
213035411,Pseudacris crucifer,2024,-79.24923554,44.91993726,3,FALSE,INaturalist
213033329,Pseudacris crucifer,2024,-79.31872852,44.92966062,3,FALSE,INaturalist
213032657,Pseudacris crucifer,2024,-81.808555,41.0863833333,14,FALSE,INaturalist
213032107,Pseudacris crucifer,2024,-75.9913135329,45.1468160728,7,FALSE,INaturalist
213032096,Pseudacris crucifer,2024,-80.26518,44.514735,6,FALSE,INaturalist
213031683,Pseudacris crucifer,2024,-73.2390886825,44.5163104171,4,FALSE,INaturalist
213028678,Pseudacris crucifer,2024,-71.1605709885,43.9717448317,7,FALSE,INaturalist
213028624,Pseudacris crucifer,2024,-71.1605312583,43.9717985178,4,FALSE,INaturalist
213028489,Pseudacris crucifer,2024,-72.71355062,44.37489849,13,FALSE,INaturalist
213028035,Pseudacris crucifer,2024,-71.1604823918,43.9717354859,5,FALSE,INaturalist
213025288,Pseudacris crucifer,2024,-65.0625997083,44.9143381813,101,FALSE,INaturalist
213021772,Pseudacris crucifer,2024,-83.7438265979,42.7189235334,6,FALSE,INaturalist
213021765,Pseudacris crucifer,2024,-71.4974822998,42.4856643677,17,FALSE,INaturalist
213016638,Pseudacris crucifer,2024,-71.344341639,42.4862598429,4,FALSE,INaturalist
212992576,Pseudacris crucifer,2024,-71.1947039599,42.2623582939,9,FALSE,INaturalist
212961120,Pseudacris crucifer,2024,-79.2574108048,45.2055659727,19,FALSE,INaturalist
212949115,Pseudacris crucifer,2024,-73.211517334,42.7044677734,45,FALSE,INaturalist
212924441,Pseudacris crucifer,2024,-72.6729181,40.9053848,104,FALSE,INaturalist
212880165,Pseudacris crucifer,2024,-60.410675,46.660005,4,FALSE,INaturalist
212854310,Pseudacris crucifer,2024,-75.7411244139,42.8506682955,9,FALSE,INaturalist
212851960,Pseudacris crucifer,2024,-85.1098778333,37.2086416667,12,FALSE,INaturalist
212804836,Pseudacris crucifer,2024,-80.1287788153,43.4366964605,5,FALSE,INaturalist
212800380,Pseudacris crucifer,2024,-77.5126697317,43.1927124502,9,FALSE,INaturalist
212796048,Pseudacris crucifer,2024,-84.7547,43.9736116667,55,FALSE,INaturalist
212779984,Pseudacris crucifer,2024,-77.3658,38.8348609,454,FALSE,INaturalist
212779452,Pseudacris crucifer,2024,-81.6610107722,42.6174842493,16,FALSE,INaturalist
212778437,Pseudacris crucifer,2024,-81.2285610424,42.9509316144,45,FALSE,INaturalist
212774016,Pseudacris crucifer,2024,-75.5642815071,46.455091070899996,4,FALSE,INaturalist
212773311,Pseudacris crucifer,2024,-81.2420267663,43.0306791149,4,FALSE,INaturalist
212771747,Pseudacris crucifer,2024,-74.8300176924,40.7245407464,4,FALSE,INaturalist
212765089,Pseudacris crucifer,2024,-80.4111808911,43.0681635109,51,FALSE,INaturalist
212764234,Pseudacris crucifer,2024,-76.5434979757,41.0933897943,41,FALSE,INaturalist
212755824,Pseudacris crucifer,2024,-75.96794273,42.08187373,8,FALSE,INaturalist
212754639,Pseudacris crucifer,2024,-71.3802737802,42.1255332676,72,FALSE,INaturalist
212744398,Pseudacris crucifer,2024,-72.8846103699,44.511346696,5,FALSE,INaturalist
212742023,Pseudacris crucifer,2024,-81.1041916667,42.7480783333,101,FALSE,INaturalist
212727057,Pseudacris crucifer,2024,-78.0158978,40.5001397,451,FALSE,INaturalist
212725159,Pseudacris crucifer,2024,-75.8099988797,45.2920047515,6,FALSE,INaturalist
212689860,Pseudacris crucifer,2024,-71.9424264506,43.4287171658,179,FALSE,INaturalist
212685666,Pseudacris crucifer,2024,-73.4421383333,41.9455616667,3,FALSE,INaturalist
212674366,Pseudacris crucifer,2024,-73.9574283333,40.7950133333,12,FALSE,INaturalist
212664547,Pseudacris crucifer,2024,-71.1070111111,42.4323416667,8,FALSE,INaturalist
212645931,Pseudacris crucifer,2024,-77.3356566234,37.5669418463,4,FALSE,INaturalist
212618810,Pseudacris crucifer,2024,-78.5187133333,45.5849883333,33,FALSE,INaturalist
212531072,Pseudacris crucifer,2024,-75.9748797678,41.2865030766,3,FALSE,INaturalist
212501626,Pseudacris crucifer,2015,-73.3801736181,41.1497774679,31,FALSE,INaturalist
212491223,Pseudacris crucifer,2024,-72.5758087102,42.2549441875,82,FALSE,INaturalist
212484601,Pseudacris crucifer,2024,-76.3737759811,42.3669989607,4,FALSE,INaturalist
212478467,Pseudacris crucifer,2024,-73.0483801807,42.1215372395,6,FALSE,INaturalist
212477350,Pseudacris crucifer,2024,-75.73407,41.9797083333,4,FALSE,INaturalist
212467249,Pseudacris crucifer,2024,-92.166616777,46.8123999797,3,FALSE,INaturalist
212461755,Pseudacris crucifer,2024,-89.1433323592,45.0151751954,330,FALSE,INaturalist
212451268,Pseudacris crucifer,2024,-80.1602372714,41.1415046174,8,FALSE,INaturalist
212451226,Pseudacris crucifer,2024,-77.2799825425,43.8943703054,35,FALSE,INaturalist
212442249,Pseudacris crucifer,2024,-80.7514233143,43.1572257863,4,FALSE,INaturalist
212434235,Pseudacris crucifer,2024,-71.310710321,42.3105170175,13,FALSE,INaturalist
212430421,Pseudacris crucifer,2024,-77.4355783333,39.293955,4,FALSE,INaturalist
212429615,Pseudacris crucifer,2024,-84.2793576234,35.2723977389,4,FALSE,INaturalist
212425533,Pseudacris crucifer,2024,-81.1243041744,43.041838622,4,FALSE,INaturalist
212425402,Pseudacris crucifer,2024,-83.96978,42.4149633333,2,FALSE,INaturalist
212411707,Pseudacris crucifer,2024,-72.7223610899,45.022501578,30,FALSE,INaturalist
212404126,Pseudacris crucifer,2024,-73.8992531598,42.10139768,303,FALSE,INaturalist
212393472,Pseudacris crucifer,2024,-75.9969569031,45.6135989569,150,FALSE,INaturalist
212344711,Pseudacris crucifer,2024,-80.52457463,43.3635967691,11,FALSE,INaturalist
212330912,Pseudacris crucifer,2024,-75.969938333299993,42.0825778333,3,FALSE,INaturalist
212329721,Pseudacris crucifer,2024,-79.1250611667,40.59835,4,FALSE,INaturalist
212308083,Pseudacris crucifer,2024,-81.4576172918,41.4099020222,24,FALSE,INaturalist
212296252,Pseudacris crucifer,2024,-81.4615242589,41.3554562183,29,FALSE,INaturalist
212253791,Pseudacris crucifer,2024,-82.4879167017,41.3388001599,18,FALSE,INaturalist
212243842,Pseudacris crucifer,2024,-73.821539391300007,45.7101981004,48,FALSE,INaturalist
212239853,Pseudacris crucifer,2024,-80.4953,41.63848,4,FALSE,INaturalist
212232972,Pseudacris crucifer,2024,-70.4520517449,43.482938453,35,FALSE,INaturalist
212221014,Pseudacris crucifer,2024,-78.2902424377,44.3428148191,122,FALSE,INaturalist
212217800,Pseudacris crucifer,2024,-63.605354966,44.6244204851,150,FALSE,INaturalist
212116507,Pseudacris crucifer,2024,-81.2138366667,42.9533533333,4,FALSE,INaturalist
212108557,Pseudacris crucifer,2024,-70.64020476,42.63502818,5,FALSE,INaturalist
